genreID,movieID,genre
18,39310,Drama
28,109560,Action
53,109560,Thriller
80,109560,Crime
18,109560,Drama
27,56428,Horror
878,63105,Science Fiction
28,63105,Action
53,63105,Thriller
18,131957,Drama
10749,131957,Romance
80,241,Crime
53,241,Thriller
18,241,Drama
35,9058,Comedy
18,9058,Drama
10749,9058,Romance
18,527,Drama
18,18220,Drama
10749,18220,Romance
53,18220,Thriller
28,6950,Action
18,6950,Drama
878,6950,Science Fiction
53,6950,Thriller
53,101,Thriller
80,101,Crime
18,101,Drama
35,63020,Comedy
18,63020,Drama
10749,63020,Romance
35,2307,Comedy
18,2307,Drama
10749,2307,Romance
53,680,Thriller
80,680,Crime
18,41478,Drama
35,25296,Comedy
18,25296,Drama
18,40156,Drama
10749,40156,Romance
36,11450,History
18,11450,Drama
18,30304,Drama
36,30304,History
18,10452,Drama
36,10452,History
28,12106,Action
37,12106,Western
18,161495,Drama
35,161495,Comedy
18,3586,Drama
35,3586,Comedy
18,110,Drama
9648,110,Mystery
10749,110,Romance
18,108,Drama
10402,108,Music
9648,108,Mystery
35,109,Comedy
18,109,Drama
9648,109,Mystery
18,159185,Drama
35,36357,Comedy
10751,36357,Family
10770,36357,TV Movie
27,92769,Horror
18,92769,Drama
35,28033,Comedy
18,28033,Drama
16,22586,Animation
18,14334,Drama
10751,14334,Family
14,14334,Fantasy
28,2636,Action
53,2636,Thriller
28,2164,Action
12,2164,Adventure
878,2164,Science Fiction
14,11395,Fantasy
18,11395,Drama
35,11395,Comedy
10751,11395,Family
18,278,Drama
80,278,Crime
80,9905,Crime
53,9905,Thriller
18,87078,Drama
53,87078,Thriller
35,12527,Comedy
18,12527,Drama
80,20306,Crime
35,20306,Comedy
35,36614,Comedy
18,36614,Drama
10749,36614,Romance
35,27993,Comedy
18,31439,Drama
10749,31439,Romance
10752,31439,War
28,9067,Action
35,9067,Comedy
14,9067,Fantasy
878,9067,Science Fiction
27,9059,Horror
35,9059,Comedy
53,9059,Thriller
878,193,Science Fiction
28,193,Action
12,193,Adventure
53,193,Thriller
80,25066,Crime
27,25066,Horror
53,25066,Thriller
18,46797,Drama
10749,46797,Romance
53,12122,Thriller
27,12122,Horror
878,12122,Science Fiction
35,11381,Comedy
18,32636,Drama
10749,32636,Romance
53,36141,Thriller
80,36141,Crime
18,95963,Drama
10752,95963,War
10749,1587,Romance
18,1587,Drama
28,9271,Action
80,9271,Crime
878,9271,Science Fiction
53,9271,Thriller
35,2064,Comedy
18,2064,Drama
10749,2064,Romance
18,19855,Drama
35,60855,Comedy
10749,60855,Romance
18,236,Drama
35,236,Comedy
10749,236,Romance
35,48287,Comedy
18,48287,Drama
10751,48287,Family
35,3049,Comedy
9648,3049,Mystery
18,2759,Drama
35,2759,Comedy
18,12635,Drama
10402,12635,Music
53,10497,Thriller
18,10497,Drama
10749,10497,Romance
28,11382,Action
35,11382,Comedy
53,11382,Thriller
28,9331,Action
18,9331,Drama
53,9331,Thriller
18,10731,Drama
53,10731,Thriller
80,10731,Crime
9648,10731,Mystery
35,10464,Comedy
18,10464,Drama
10751,10464,Family
10749,10464,Romance
35,34152,Comedy
18,34152,Drama
14,9495,Fantasy
28,9495,Action
53,9495,Thriller
18,29973,Drama
14,888,Fantasy
35,888,Comedy
10751,888,Family
35,13,Comedy
18,13,Drama
10749,13,Romance
35,712,Comedy
18,712,Drama
10749,712,Romance
10749,16295,Romance
18,16295,Drama
80,16295,Crime
35,48992,Comedy
18,48992,Drama
10749,48992,Romance
28,10879,Action
35,10879,Comedy
10749,10879,Romance
35,10660,Comedy
18,10660,Drama
10749,10660,Romance
12,10714,Adventure
18,10714,Drama
10751,10714,Family
99,41647,Documentary
10769,41647,Foreign
10751,8587,Family
16,8587,Animation
18,8587,Drama
18,1689,Drama
36,1689,History
27,11596,Horror
53,11596,Thriller
9648,11596,Mystery
14,11596,Fantasy
10749,854,Romance
35,854,Comedy
80,854,Crime
14,854,Fantasy
28,9359,Action
12,9359,Adventure
35,9359,Comedy
18,9359,Drama
37,9359,Western
18,23333,Drama
35,36593,Comedy
80,36593,Crime
35,12280,Comedy
18,12280,Drama
18,2788,Drama
80,10427,Crime
18,10427,Drama
53,10427,Thriller
35,11011,Comedy
10751,11011,Family
18,49803,Drama
28,8987,Action
12,8987,Adventure
80,8987,Crime
53,8987,Thriller
28,1637,Action
12,1637,Adventure
80,1637,Crime
35,15128,Comedy
10749,15128,Romance
53,8831,Thriller
878,8831,Science Fiction
28,8831,Action
80,8831,Crime
28,36955,Action
53,36955,Thriller
18,10449,Drama
10749,10449,Romance
14,10395,Fantasy
18,12160,Drama
28,12160,Action
37,12160,Western
28,40480,Action
80,40480,Crime
10749,40480,Romance
53,40480,Thriller
35,52038,Comedy
18,52038,Drama
35,29444,Comedy
18,29444,Drama
28,26352,Action
35,26352,Comedy
80,26352,Crime
18,39953,Drama
18,41580,Drama
28,315,Action
80,315,Crime
80,22067,Crime
18,22067,Drama
10749,22067,Romance
16,18242,Animation
878,18242,Science Fiction
28,11667,Action
12,11667,Adventure
53,11667,Thriller
28,32502,Action
35,32502,Comedy
28,28732,Action
12,28732,Adventure
80,28732,Crime
18,28732,Drama
53,28732,Thriller
27,75555,Horror
53,75555,Thriller
99,42981,Documentary
10749,278939,Romance
12,278939,Adventure
80,278939,Crime
18,278939,Drama
53,291731,Thriller
18,291731,Drama
28,226229,Action
53,226229,Thriller
35,203119,Comedy
99,316098,Documentary
28,8011,Action
14,8011,Fantasy
878,8011,Science Fiction
27,2654,Horror
9648,2654,Mystery
53,2654,Thriller
18,18069,Drama
10749,18069,Romance
80,19092,Crime
18,19092,Drama
35,2758,Comedy
10751,2758,Family
14,2758,Fantasy
35,38129,Comedy
18,10436,Drama
10749,10436,Romance
35,13595,Comedy
80,13595,Crime
10402,13595,Music
35,46094,Comedy
10751,46094,Family
28,9409,Action
35,9409,Comedy
28,11853,Action
12,11853,Adventure
35,11853,Comedy
18,11853,Drama
37,11853,Western
35,16771,Comedy
18,16771,Drama
10749,16771,Romance
18,46924,Drama
35,46924,Comedy
14,46924,Fantasy
35,11041,Comedy
28,306,Action
35,306,Comedy
80,306,Crime
28,14522,Action
12,14522,Adventure
18,14522,Drama
10751,14522,Family
9648,26203,Mystery
80,26203,Crime
18,26203,Drama
53,26203,Thriller
18,178,Drama
28,178,Action
53,178,Thriller
18,19819,Drama
18,57834,Drama
10749,57834,Romance
27,4722,Horror
878,4722,Science Fiction
53,4722,Thriller
18,18215,Drama
10749,18215,Romance
18,1607,Drama
80,1607,Crime
35,26391,Comedy
18,117553,Drama
35,117553,Comedy
28,6075,Action
80,6075,Crime
18,6075,Drama
53,6075,Thriller
28,11310,Action
35,11310,Comedy
18,11310,Drama
37,11310,Western
35,18658,Comedy
53,18658,Thriller
9648,18658,Mystery
28,9350,Action
12,9350,Adventure
53,9350,Thriller
35,9612,Comedy
878,9612,Science Fiction
10751,9612,Family
18,2124,Drama
9648,2124,Mystery
10749,2124,Romance
53,2124,Thriller
28,26261,Action
35,26261,Comedy
10751,26261,Family
37,19176,Western
28,19176,Action
35,19176,Comedy
18,49299,Drama
35,11566,Comedy
35,9571,Comedy
18,9571,Drama
80,9739,Crime
28,9739,Action
878,9739,Science Fiction
99,24257,Documentary
37,34444,Western
18,34444,Drama
35,34444,Comedy
10749,34444,Romance
35,26141,Comedy
18,10997,Drama
18,50463,Drama
35,50463,Comedy
10749,50463,Romance
18,10443,Drama
35,20239,Comedy
35,16297,Comedy
18,16297,Drama
18,18551,Drama
9648,18551,Mystery
10749,18551,Romance
35,25440,Comedy
53,25440,Thriller
9648,25440,Mystery
10749,25440,Romance
10769,25440,Foreign
35,9024,Comedy
10749,9024,Romance
18,37233,Drama
9648,37233,Mystery
53,37233,Thriller
10751,1634,Family
12,1634,Adventure
80,13815,Crime
18,13815,Drama
53,13815,Thriller
12,5503,Adventure
28,5503,Action
53,5503,Thriller
80,5503,Crime
9648,5503,Mystery
36,35588,History
28,35588,Action
18,35588,Drama
37,35588,Western
18,2087,Drama
28,2087,Action
53,2087,Thriller
10751,41579,Family
35,41579,Comedy
80,41579,Crime
18,18620,Drama
10749,18620,Romance
35,41006,Comedy
18,41006,Drama
18,4916,Drama
53,4916,Thriller
28,2019,Action
12,2019,Adventure
80,2019,Crime
53,2019,Thriller
36,31642,History
10752,31642,War
28,31642,Action
18,31642,Drama
28,9255,Action
35,9255,Comedy
10752,9255,War
35,26271,Comedy
18,10612,Drama
35,10612,Comedy
10749,10612,Romance
10749,2259,Romance
18,2259,Drama
35,16097,Comedy
35,11934,Comedy
18,11934,Drama
35,106143,Comedy
18,106143,Drama
35,12475,Comedy
28,9386,Action
18,9386,Drama
53,9386,Thriller
80,9386,Crime
9648,9386,Mystery
18,7984,Drama
35,59930,Comedy
18,59930,Drama
10749,59930,Romance
18,15765,Drama
10402,15765,Music
35,31643,Comedy
28,6,Action
53,6,Thriller
80,6,Crime
12,329,Adventure
878,329,Science Fiction
53,10909,Thriller
80,10909,Crime
28,507,Action
80,507,Crime
18,507,Drama
53,507,Thriller
18,34024,Drama
28,29918,Action
12,29918,Adventure
18,29918,Drama
10751,29918,Family
12,9593,Adventure
14,9593,Fantasy
28,9593,Action
35,9593,Comedy
10751,9593,Family
35,42580,Comedy
10751,42580,Family
28,22317,Action
35,22317,Comedy
37,22317,Western
18,1413,Drama
10749,1413,Romance
35,12121,Comedy
18,2246,Drama
80,2246,Crime
18,10502,Drama
35,10440,Comedy
9648,10440,Mystery
18,9516,Drama
28,9516,Action
80,9516,Crime
28,2320,Action
12,2320,Adventure
18,2320,Drama
53,2320,Thriller
18,5879,Drama
10749,5879,Romance
53,83718,Thriller
35,83718,Comedy
18,83718,Drama
10749,83718,Romance
18,11971,Drama
35,11971,Comedy
10749,11971,Romance
18,2625,Drama
10749,2625,Romance
35,31911,Comedy
10749,31911,Romance
35,788,Comedy
18,788,Drama
10751,788,Family
35,21450,Comedy
18,21450,Drama
12,11231,Adventure
35,41588,Comedy
18,41588,Drama
28,10447,Action
18,10447,Drama
878,10447,Science Fiction
53,10447,Thriller
35,31586,Comedy
18,31586,Drama
10751,31586,Family
14,31586,Fantasy
878,31586,Science Fiction
10749,9300,Romance
18,9300,Drama
14,9300,Fantasy
80,9559,Crime
18,9559,Drama
53,9559,Thriller
18,9800,Drama
18,713,Drama
10749,713,Romance
18,8291,Drama
10749,8291,Romance
18,18133,Drama
27,25557,Horror
878,25557,Science Fiction
53,25557,Thriller
35,22588,Comedy
80,22588,Crime
18,22588,Drama
10402,22588,Music
9648,22588,Mystery
10749,22588,Romance
35,10872,Comedy
18,1245,Drama
10749,1245,Romance
35,11858,Comedy
10752,11858,War
28,7007,Action
18,7007,Drama
53,7007,Thriller
35,10467,Comedy
10749,10467,Romance
28,5550,Action
12,5550,Adventure
80,5550,Crime
878,5550,Science Fiction
53,5550,Thriller
35,8005,Comedy
28,2088,Action
80,2088,Crime
18,2088,Drama
53,2088,Thriller
28,10412,Action
18,10412,Drama
53,10412,Thriller
18,47889,Drama
10749,47889,Romance
18,14534,Drama
18,56583,Drama
18,41878,Drama
18,424,Drama
36,424,History
10752,424,War
35,35233,Comedy
18,35233,Drama
18,14291,Drama
18,103413,Drama
18,11236,Drama
10751,11236,Family
14,11236,Fantasy
35,11592,Comedy
80,11592,Crime
27,11592,Horror
53,11592,Thriller
12,8850,Adventure
14,8850,Fantasy
28,8850,Action
53,8850,Thriller
878,8850,Science Fiction
18,10445,Drama
10749,10445,Romance
35,695,Comedy
18,695,Drama
18,43535,Drama
10751,43535,Family
35,12519,Comedy
18,12519,Drama
9648,23210,Mystery
18,23210,Drama
35,23210,Comedy
35,858,Comedy
18,858,Drama
10749,858,Romance
18,867,Drama
53,867,Thriller
878,78,Science Fiction
18,78,Drama
53,78,Thriller
35,13203,Comedy
18,13203,Drama
10749,13203,Romance
35,10442,Comedy
80,10442,Crime
10749,10442,Romance
80,11074,Crime
28,11074,Action
9648,11074,Mystery
53,11074,Thriller
36,33367,History
18,33367,Drama
10749,33367,Romance
12,9607,Adventure
35,9607,Comedy
10751,9607,Family
14,9607,Fantasy
28,17585,Action
12,17585,Adventure
53,17585,Thriller
80,17585,Crime
28,9057,Action
53,9057,Thriller
18,20967,Drama
10402,20967,Music
35,10635,Comedy
18,10635,Drama
10751,10635,Family
10749,10635,Romance
14,9479,Fantasy
16,9479,Animation
10751,9479,Family
28,10057,Action
12,10057,Adventure
35,10057,Comedy
28,11969,Action
12,11969,Adventure
18,11969,Drama
36,11969,History
37,11969,Western
18,41590,Drama
28,41590,Action
53,41590,Thriller
28,319,Action
53,319,Thriller
80,319,Crime
10749,319,Romance
99,26408,Documentary
36,26408,History
14,15139,Fantasy
878,15139,Science Fiction
10751,15139,Family
16,15139,Animation
18,161158,Drama
35,161158,Comedy
53,85247,Thriller
18,85247,Drama
10749,85247,Romance
35,11446,Comedy
18,11446,Drama
18,51980,Drama
10749,51980,Romance
35,24405,Comedy
10749,24405,Romance
18,11655,Drama
27,11655,Horror
53,11655,Thriller
35,11800,Comedy
10749,11800,Romance
35,8223,Comedy
18,8223,Drama
35,14587,Comedy
18,14587,Drama
35,31504,Comedy
10751,31504,Family
18,41653,Drama
10770,53185,TV Movie
18,53185,Drama
10749,53185,Romance
35,53185,Comedy
18,95743,Drama
10749,95743,Romance
35,23637,Comedy
10769,23637,Foreign
35,17600,Comedy
18,17600,Drama
10749,10897,Romance
35,10897,Comedy
10751,10897,Family
35,349394,Comedy
18,21352,Drama
10751,21352,Family
12,21352,Adventure
53,68806,Thriller
80,68806,Crime
18,68806,Drama
35,37345,Comedy
18,37345,Drama
36,37345,History
9648,37345,Mystery
36,32562,History
99,32562,Documentary
18,47507,Drama
35,47507,Comedy
10749,47507,Romance
10769,47507,Foreign
35,25403,Comedy
18,25403,Drama
10749,124304,Romance
18,124304,Drama
35,9066,Comedy
35,771,Comedy
10751,771,Family
14,251,Fantasy
18,251,Drama
53,251,Thriller
9648,251,Mystery
10749,251,Romance
16,812,Animation
10751,812,Family
35,812,Comedy
12,812,Adventure
14,812,Fantasy
10749,812,Romance
28,280,Action
53,280,Thriller
878,280,Science Fiction
12,581,Adventure
18,581,Drama
37,581,Western
53,80350,Thriller
28,80350,Action
18,80350,Drama
14,268,Fantasy
28,268,Action
80,274,Crime
18,274,Drama
53,274,Thriller
14,408,Fantasy
16,408,Animation
10751,408,Family
10749,10020,Romance
10751,10020,Family
16,10020,Animation
14,10020,Fantasy
10402,10020,Music
16,10895,Animation
10751,10895,Family
10749,114,Romance
35,114,Comedy
35,41043,Comedy
18,41043,Drama
14,41043,Fantasy
12,576,Adventure
37,576,Western
80,15477,Crime
53,15477,Thriller
18,59146,Drama
10769,59146,Foreign
10749,59146,Romance
35,30528,Comedy
10749,30528,Romance
35,7300,Comedy
10749,7300,Romance
27,10824,Horror
10749,261246,Romance
18,261246,Drama
80,275,Crime
18,275,Drama
53,275,Thriller
12,25059,Adventure
35,25059,Comedy
18,25059,Drama
10751,25059,Family
16,11827,Animation
878,11827,Science Fiction
27,8766,Horror
53,8766,Thriller
878,8766,Science Fiction
35,23570,Comedy
10749,23570,Romance
18,47333,Drama
10749,47333,Romance
18,54850,Drama
