keyID,movieID,keyword
1601,11062,war on drugs
1919,11062,mayor
2231,11062,drug dealer
2946,11062,presidential election
4654,11062,undercover agent
5340,11062,investigation
6149,11062,police
14964,11062,drug
380,13685,brother brother relationship
642,13685,robbery
1437,13685,burglar
2568,13685,language barrier
2669,13685,motel
10183,13685,independent film
10323,13685,psychiatric hospital
13097,13685,maid
14604,13685,theft
15274,13685,nervous breakdown
187710,13685,escapade
187717,13685,laundry room
1157,2045,wife husband relationship
1706,2045,experiment
6149,2045,police
9826,2045,murder
9937,2045,suspense
10937,2045,memory
160313,2045,forensic
163114,2045,gunman
168069,2045,animal experimentation
936,9614,loss of mother
1872,9614,loss of father
2702,9614,golf
6075,9614,sport
6128,9614,taxes
455,688,farewell
596,688,adultery
699,688,love at first sight
1003,688,photographer
1157,688,wife husband relationship
2029,688,iowa
2038,688,love of one's life
2784,688,mother role
3450,688,bridge
3451,688,housewife
3452,688,love letter
4402,688,peasant
5809,688,marriage crisis
6025,688,photography
6059,688,unsociability
7879,688,secret love
221355,688,nature documentary
530,11907,prophecy
3392,11907,voodoo
9457,11907,single
13072,11907,falling in love
187056,11907,woman director
196682,11907,rich man
2041,10874,island
4418,10874,pirate gang
6300,10874,puppet
6956,10874,treasure hunt
156121,96357,ex-con
30,197,individual
388,197,scotland
930,197,in love with enemy
3754,197,legend
4097,197,independence
6987,197,idealism
162845,197,revolt
189433,197,tyranny
422,103,vietnam veteran
444,103,taxi
1523,103,obsession
2231,103,drug dealer
4225,103,night shift
7002,103,vigilante
7368,103,alienation
9622,103,misanthrope
11325,103,shot to death
33625,103,illegal prostitution
167104,103,loner
242,33542,new york
779,33542,martial arts
1545,33542,supermarket
2987,33542,gang war
4640,33542,disabled child
10726,33542,gang
13027,33542,wedding
33461,33542,diamond
161307,33542,bronx
179431,33542,duringcreditsstinger
6015,71754,mining
40897,71754,dance lesson
164742,71754,coal mining
188645,71754,bagpipes
12392,43612,best friend
15016,43612,twins
17953,43612,country
177035,43612,identity swap
187056,43612,woman director
1755,51352,fascism
2450,51352,auschwitz
4020,51352,typhus
4399,51352,victim
4434,51352,interview
10360,51352,prejudice
11728,51352,burglary
15199,51352,rabbit
212,16934,london england
351,16934,poison
9672,16934,based on true story
9826,16934,murder
10714,16934,serial killer
11857,16934,mental institution
13130,16934,teenager
15106,16934,psychiatrist
232550,16934,stepmother
234682,16934,social misfit
1253,10324,roommate
9457,10324,single
9673,10324,love
10183,10324,independent film
12392,10324,best friend
158967,10324,brooklyn bridge
380,78406,brother brother relationship
7375,78406,twin brother
10909,78406,lawyer
155881,78406,estate
208563,78406,santa barbara california
1668,55731,hawaii
5657,55731,australia
10508,55731,teacher
33885,55731,car
175976,55731,solar power
2273,11066,role of women
2336,11066,ladykiller
3836,11066,success
6779,11066,ladies' man
7769,11066,chefin
8642,11066,casanova
9094,11066,womanizer
1595,11104,ex-girlfriend
3391,11104,drug smuggle
5490,11104,girlfriend
6618,11104,snack bar
9840,11104,romance
12354,11104,hong kong
180294,11104,pineapple
185265,11104,expiration date
185266,11104,flight attendant
5498,2074,lsd
6230,2074,looking for  birth parents
6231,2074,half-brother
10183,2074,independent film
334,27793,flying
2343,27793,magic
187056,44284,woman director
10183,32622,independent film
187056,32622,woman director
5202,73067,boy
13028,73067,writer
14985,73067,ireland
187844,73067,flashback
208501,73067,troop ship
550,11863,callgirl
582,11863,san francisco
5340,11863,investigation
9826,11863,murder
242,55475,new york
1625,55475,emigration
190019,55475,dominican republic
339,9101,submarine
4410,9101,u.s. navy
9789,9101,misfit
5565,123360,biography
10180,5757,homosexuality
10183,5757,independent film
11800,5757,mockumentary
531,39428,southern usa
818,39428,based on novel
10229,39428,singer
207981,39428,south
238179,9302,skab under tv
238241,9302,foran
238242,9302,nederste hylde
237,11000,gay
824,11000,drag queen
1013,11000,homophobia
1196,11000,florida
1862,11000,coming out
2944,11000,senator
6083,11000,politician
158718,11000,lgbt
201554,11000,crossdressing
210608,11000,1990s
1262,249882,mountain
2618,249882,miracle
10164,249882,apparition
173644,249882,communism
178611,249882,virgin mary
9673,16388,love
10183,16388,independent film
12392,16388,best friend
188993,16388,true love
208725,16388,irish catholic
416,9737,miami
703,9737,detective
772,9737,handcuffs
822,9737,airport
1666,9737,mexican standoff
3688,9737,strip club
4009,9737,witness protection
9844,9737,car crash
11730,9737,internal affairs
12371,9737,gunfight
14601,9737,explosion
14707,9737,brutality
14967,9737,foot chase
15483,9737,car chase
18026,9737,drug lord
166856,9737,hangar
167114,9737,loose cannon
167115,9737,bust
167119,9737,reference to skittles
167124,9737,black cop
167128,9737,badge
219404,9737,action hero
226376,9737,corrupt cop
478,30765,china
8531,30765,panda
8723,30765,poacher
6075,10474,sport
6496,10474,basketball
6782,10474,addiction
9713,10474,friends
14964,10474,drug
392,22279,england
818,22279,based on novel
6344,22279,liverpool
206032,22279,theatre company
207883,22279,1940s
10183,30157,independent film
305,568,moon
1196,568,florida
1432,568,nasa
2345,568,spaceman
4776,568,race against time
9609,568,houston
9672,568,based on true story
9882,568,space
10084,568,rescue
10349,568,survival
10617,568,disaster
14601,568,explosion
14626,568,astronaut
156395,568,imax
184994,568,saturn v rocket
189098,568,courage
193479,568,hypothermia
226233,568,apollo program
226234,568,cape kennedy
226235,568,lunar mission
226236,568,spacecraft accident
388,11780,scotland
5565,11780,biography
160279,11780,18th century
208070,11780,highlands
220446,11780,violent man
242,34996,new york
490,34996,philosophy
3133,34996,vampire
11221,34996,blood
12105,34996,student
14819,34996,violence
483,414,riddle
849,414,dc comics
3259,414,rose
6969,414,gotham city
9104,414,partner
9715,414,superhero
10486,414,robin
10525,414,broken neck
11268,414,psychologist
14819,414,violence
15009,414,criminal
33518,414,district attorney
33626,414,millionaire
33981,414,falling down stairs
34156,414,tied up
156116,414,tommy gun
157166,414,beretta
157583,414,knocked out
163455,414,super powers
170383,414,disfigurement
170652,414,father figure
549,649,prostitute
596,649,adultery
848,649,double life
851,649,dual identity
931,649,jealousy
1157,649,wife husband relationship
1411,649,brothel
1566,649,dream
2316,649,women's sexual identity
2486,649,fantasy
3260,649,masochism
10183,649,independent film
5499,1873,burma
5855,1873,rangoon
13005,1873,doctor
919,5894,smoking
1901,5894,corner shop
3170,5894,cigarette
6357,5894,tobacco
6458,5894,cigar
10183,5894,independent film
3335,8839,halloween
6054,8839,friendship
6152,8839,supernatural
6155,8839,afterlife
9713,8839,friends
15017,8839,danger
162846,8839,ghost
189449,8839,disorder
193545,8839,young heroes
202322,8839,imaginary
206813,8839,supernatural ability
206834,8839,mischievous children
11505,20649,drug pusher
13008,20649,train
14964,20649,drug
18026,20649,drug lord
690,10329,gorilla
2521,10329,kongo
3379,10329,diamond mine
33461,10329,diamond
339,8963,submarine
1860,8963,mutiny
2139,8963,russia
2534,8963,missile
3312,8963,nuclear missile
4123,8963,embassy
4410,8963,u.s. navy
4933,8963,battle for power
6791,8963,torpedo
162365,8963,military
198423,8963,moral dilemma
217133,8963,post cold war
221092,8963,aircraft carrier
226740,8963,chain of command
226741,8963,launch code
226742,8963,sonar
1353,26564,underground
5565,26564,biography
14893,26564,art
75,8068,gunslinger
139,8068,anti terror
502,8068,ambush
534,8068,mexico
797,8068,showdown
953,8068,guitar
2483,8068,nudity
2708,8068,hitman
3458,8068,bartender
9748,8068,revenge
10044,8068,tragic hero
10950,8068,shootout
14575,8068,mariachi
14601,8068,explosion
14687,8068,extreme violence
14707,8068,brutality
18026,8068,drug lord
41372,8068,leg brace
154889,8068,concealed weapon
187844,8068,flashback
226790,8068,bookstore
5823,8512,jazz club
9826,8512,murder
12670,8512,los angeles
155790,8512,private detective
195402,8512,film noir
207268,8512,neo-noir
258,1572,bomb
444,1572,taxi
483,1572,riddle
642,1572,robbery
703,1572,detective
720,1572,helicopter
1321,1572,gold
1552,1572,subway
3799,1572,ship
5572,1572,fistfight
6149,1572,police
9663,1572,sequel
9758,1572,deception
10950,1572,shootout
14512,1572,new york city
14601,1572,explosion
14819,1572,violence
15483,1572,car chase
18525,1572,fbi agent
177309,1572,simon says
187844,1572,flashback
188329,1572,dump truck
192707,1572,aqueduct
219404,1572,action hero
226838,1572,federal reserve bank
572,13552,sex
1664,13552,eroticism
2483,13552,nudity
2652,13552,nazis
9937,13552,suspense
13017,13552,drifter
180340,13552,voyeur
3966,6520,camelot
10466,6520,knight
10982,6520,king arthur
177128,6520,excalibur
177129,6520,knights of the round table
2526,9073,human animal relationship
4676,9073,whale
155529,9073,killer whale
293,10428,female nudity
2157,10428,hacker
2483,10428,nudity
2812,10428,computer virus
4563,10428,virtual reality
6104,10428,computer
9835,10428,sexual fantasy
9864,10428,prank
11615,10428,internet
12190,10428,cyberpunk
13130,10428,teenager
14512,10428,new york city
41249,10428,secret service
155555,10428,computer hacker
160840,10428,dream sequence
237,17447,gay
740,17447,aids
10181,17447,based on play or musical
165770,17447,hiv positive
2588,9886,brain
3321,9886,childhood memory
4565,9886,dystopia
6135,9886,pharmaceutical industry
6566,9886,computer chip
8662,9886,courier
10919,9886,cyber
12190,9886,cyberpunk
934,9482,judge
4458,9482,post-apocalyptic
4565,9482,dystopia
9717,9482,based on comic
15090,9482,police officer
18712,9482,based on graphic novel
160159,9482,frame up
162988,9482,dystopic future
180172,9482,framed for murder
182703,9482,gene
182706,9482,prosthetic limb
182709,9482,post holocaust
182711,9482,dna testing
203165,9482,dredd
236590,9482,2000 ad
6593,19326,stripper
8881,19326,jury
9465,19326,jurist
10183,19326,independent film
10639,19326,jury duty
10640,19326,verdict
1525,9344,puberty
2201,9344,first time
1388,9071,cinema
10183,9071,independent film
11614,9071,filmmaker
3419,8973,fanatic
6152,8973,supernatural
6333,8973,wizardry
6506,8973,resurrection
173162,8973,sect
221387,8973,occultism
1252,47608,suicide attempt
3616,47608,college
10049,47608,teen angst
41329,47608,mental illness
187056,47608,woman director
572,2293,sex
4325,2293,game show
8631,2293,slacker
41175,2293,shopping
157690,2293,mall
162296,2293,ex-boyfriend ex-girlfriend relationship
168033,2293,jay and silent bob
171329,2293,silent man
171343,2293,coke
171346,2293,bandleader
179430,2293,aftercreditsstinger
10988,9070,based on tv series
12667,9070,tokusatsu
155030,9070,superhero team
173577,9070,ethnic diversity
191474,9070,super sentai
201635,9070,power rangers
203223,9070,mighty morphin power rangers
203224,9070,mmpr
4129,68274,widow
5248,68274,female friendship
9872,68274,grief
175421,68274,death of husband
3713,48787,chase
6149,48787,police
9826,48787,murder
10392,48787,mute
197452,48787,disk
242,34574,new york
3133,34574,vampire
3633,34574,dracula
1332,1642,cheating
2547,1642,new identity
2812,1642,computer virus
3713,1642,chase
6104,1642,computer
10333,1642,stalking
970,11472,parent child relationship
1009,11472,baby
6038,11472,marriage
13149,11472,pregnancy
168386,11472,child wish
295,36196,library
8508,36196,party
10183,36196,independent film
11678,36196,free spirit
187056,36196,woman director
207447,36196,librarian
290,11980,angel
3648,11980,archangel gabriel
9511,11980,menschheit
2754,58372,trauma
4325,58372,game show
11322,58372,female protagonist
207317,58372,christmas
572,32646,sex
852,32646,chemical
1279,32646,medicine
3451,32646,housewife
6305,32646,pollution
6898,32646,quarantine
10183,32646,independent film
12097,32646,allergy
15106,32646,psychiatrist
40895,32646,illness
189449,32646,disorder
202579,32646,retreat
235410,32646,multiple chemical sensitivity (mcs)
235411,32646,environmental illness
818,10533,based on novel
2871,10533,burning of witches
10223,10533,puritan
13149,10533,pregnancy
15060,10533,period drama
34094,10533,extramarital affair
246,10802,dancing
293,10802,female nudity
1663,10802,go-go dancer
2874,10802,spanner
3182,10802,seduction
4378,10802,striptease
7017,10802,sexappeal
919,10149,smoking
1621,10149,robber
3170,10149,cigarette
6458,10149,cigar
8736,10149,laden
10183,10149,independent film
13028,10149,writer
2673,18402,horse
7323,18402,savannah
9672,18402,based on true story
18035,18402,family
1475,9348,telepathy
1718,9348,dna
2340,9348,paranoia
6017,9348,genetics
6245,9348,instinct
9016,9348,femme fatale
9951,9348,alien
10562,9348,on the run
11181,9348,decapitation
11190,9348,sexual attraction
12670,9348,los angeles
163481,9348,cocoon
163561,9348,genetic engineering
234319,9348,scientists
235513,9348,alien dna
1946,139408,restaurant
10590,139408,oil
11004,139408,rural setting
445,281,pornography
549,281,prostitute
570,281,rape
796,281,police brutality
1566,281,dream
1595,281,ex-girlfriend
2964,281,future
3088,281,bodyguard
4562,281,rapper
4563,281,virtual reality
4565,281,dystopia
4566,281,minidisc
6149,281,police
8440,281,ex-cop
9826,281,murder
12190,281,cyberpunk
12670,281,los angeles
14819,281,violence
15009,281,criminal
155790,281,private detective
162845,281,revolt
187056,281,woman director
3296,5967,car mechanic
3344,5967,letter
4344,5967,musical
6091,5967,war
9457,5967,single
1480,47939,baseball
13017,47939,drifter
15162,47939,dog
158534,47939,korean war
187056,47939,woman director
1310,36834,mentor
5933,36834,poet
187056,36834,woman director
108,9090,transvestism
237,9090,gay
242,9090,new york
824,9090,drag queen
1013,9090,homophobia
9935,9090,travel
167043,9090,road movie
187056,9090,woman director
949,3512,terrorist
2314,3512,pentagon
3376,3512,satellite
11219,3512,navy seal
13008,3512,train
187056,52856,woman director
15479,77350,fashion
1956,9560,world war ii
