movieID,title,language,budget,revenue,releasedate
124636,Sonic Outlaws,en,0.0,0.0,1995-08-01
9101,Down Periscope,en,0.0,0.0,1996-03-01
123360,From the Journals of Jean Seberg,en,0.0,0.0,1995-09-08
5757,Man of the Year,en,0.0,209935.0,1995-09-15
39428,The Neon Bible,en,0.0,0.0,1995-08-23
124639,Target,en,0.0,0.0,1995-08-01
9302,Up Close & Personal,en,60000000.0,0.0,1996-03-01
11000,The Birdcage,en,31000000.0,185260553.0,1996-03-08
249882,Virgin Mary,en,0.0,0.0,1995-10-12
16388,The Brothers McMullen,en,0.0,0.0,1995-08-09
9737,Bad Boys,en,19000000.0,141407024.0,1995-04-07
30765,The Amazing Panda Adventure,en,0.0,0.0,1995-08-25
10474,The Basketball Diaries,en,0.0,0.0,1995-04-21
22279,An Awfully Big Adventure,en,4000000.0,851545.0,1995-07-21
30157,Amateur,en,0.0,0.0,1994-08-05
568,Apollo 13,en,52000000.0,355237933.0,1995-06-30
11780,Rob Roy,en,28000000.0,31596911.0,1995-04-13
34996,The Addiction,en,0.0,0.0,1995-01-10
414,Batman Forever,en,100000000.0,336529144.0,1995-06-16
649,Belle de Jour,fr,0.0,0.0,1967-05-24
1873,Beyond Rangoon,en,0.0,0.0,1995-05-24
5894,Blue in the Face,en,2000000.0,1275000.0,1995-09-15
1775,Canadian Bacon,en,11000000.0,178104.0,1995-06-08
8839,Casper,en,50000000.0,287928194.0,1995-05-26
20649,Clockers,en,25000000.0,13071518.0,1995-09-15
10329,Congo,en,50000000.0,152022101.0,1995-06-09
8963,Crimson Tide,en,53000000.0,157387195.0,1995-05-12
26564,Crumb,en,0.0,3174695.0,1994-09-10
8068,Desperado,en,7000000.0,25405445.0,1995-08-25
8512,Devil in a Blue Dress,en,27000000.0,16140822.0,1995-09-15
1572,Die Hard: With a Vengeance,en,90000000.0,366101666.0,1995-05-19
13552,The Doom Generation,en,0.0,0.0,1995-10-27
259209,Feast of July,en,0.0,0.0,1995-10-12
6520,First Knight,en,55000000.0,127600435.0,1995-07-07
9073,Free Willy 2 - The Adventure Home,en,0.0,0.0,1995-07-19
10428,Hackers,en,20000000.0,7563728.0,1995-09-14
17447,Jeffrey,en,0.0,0.0,1995-08-18
9886,Johnny Mnemonic,en,25000000.0,19075720.0,1995-05-26
9482,Judge Dredd,en,90000000.0,113493481.0,1995-06-30
19326,Jury Duty,en,0.0,17014653.0,1995-04-12
9344,Kids,en,1500000.0,7412216.0,1995-07-28
9071,Living in Oblivion,en,500000.0,1148752.0,1995-01-20
8973,Lord of Illusions,en,0.0,0.0,1995-08-25
15730,Love & Human Remains,en,0.0,0.0,1993-05-20
47608,Mad Love,en,0.0,15453274.0,1995-05-26
2293,Mallrats,en,6000000.0,2122561.0,1995-10-20
9070,Mighty Morphin Power Rangers: The Movie,en,15000000.0,66000000.0,1995-06-30
68274,Moonlight and Valentino,en,0.0,0.0,1995-09-29
48787,Mute Witness,en,2.0,1.0,1995-09-28
34574,Nadja,en,0.0,0.0,1994-09-13
1642,The Net,en,22000000.0,110627965.0,1995-07-28
11472,Nine Months,en,0.0,69660733.0,1995-07-12
36196,Party Girl,en,150000.0,472370.0,1995-06-09
11980,The Prophecy,en,8.0,16.0,1995-09-01
58372,Reckless,en,0.0,0.0,1995-11-17
32646,Safe,en,0.0,0.0,1995-06-23
10533,The Scarlet Letter,en,50000000.0,10382407.0,1995-10-13
56088,The Show,en,0.0,0.0,1995-08-25
10802,Showgirls,en,45000000.0,20350754.0,1995-09-22
10149,Smoke,en,7000000.0,8349430.0,1995-06-09
18402,Something to Talk About,en,0.0,50892160.0,1995-08-04
9348,Species,en,35000000.0,113374103.0,1995-07-07
139408,The Stars Fell on Henrietta,en,0.0,0.0,1995-09-15
281,Strange Days,en,42000000.0,7959291.0,1995-10-13
5967,The Umbrellas of Cherbourg,fr,0.0,0.0,1964-02-19
79593,The Tie That Binds,en,14000000.0,5780000.0,1995-09-08
47939,Three Wishes,en,0.0,7025496.0,1995-10-27
36834,Total Eclipse,en,0.0,339889.0,1995-11-02
9090,"To Wong Foo, Thanks for Everything! Julie Newmar",en,0.0,47774193.0,1995-09-07
3512,Under Siege 2: Dark Territory,en,60000000.0,104324083.0,1995-07-13
52856,Unstrung Heroes,en,0.0,0.0,1995-09-15
77350,Unzipped,en,0.0,0.0,1995-08-11
9560,A Walk in the Clouds,en,20000000.0,50012507.0,1995-08-11
9804,Waterworld,en,175000000.0,264218220.0,1995-07-28
31611,White Man's Burden,en,8000000.0,0.0,1995-12-01
65796,Wild Bill,en,30000000.0,0.0,1995-12-01
49805,The Browning Version,en,0.0,0.0,1994-10-12
26258,Bushwhacked,en,0.0,0.0,1995-08-04
50797,Burnt by the Sun,ru,2800000.0,2616503.0,1994-05-01
19155,Before the Rain,en,0.0,763847.0,1994-06-09
76,Before Sunrise,en,2500000.0,5535405.0,1995-01-27
11017,Billy Madison,en,10000000.0,26488734.0,1995-02-10
37141,The Babysitter,en,0.0,0.0,1995-10-17
9382,Boys on the Side,en,21000000.0,23450000.0,1995-02-03
6715,The Cure,en,0.0,0.0,1995-04-21
18256,Castle Freak,en,0.0,0.0,1995-08-04
22625,Circle of Friends,en,0.0,0.0,1995-03-16
2292,Clerks,en,27000.0,3151130.0,1994-09-13
1909,Don Juan DeMarco,en,25000000.0,22200000.0,1994-10-01
8984,Disclosure,en,55000000.0,214015089.0,1994-12-09
61813,Dream Man,en,0.0,0.0,1995-01-01
4954,Drop Zone,en,45000000.0,0.0,1994-12-08
62488,Destiny Turns on the Radio,it,0.0,0.0,1995-04-28
10531,Death and the Maiden,en,0.0,0.0,1994-05-04
11929,Dolores Claiborne,en,0.0,0.0,1995-03-24
8467,Dumb and Dumber,en,16000000.0,247275374.0,1994-12-16
10451,Eat Drink Man Woman,zh,0.0,7294403.0,1994-08-03
20156,Exotica,en,0.0,0.0,1994-09-24
18395,Exit to Eden,en,0.0,6841570.0,1994-10-14
522,Ed Wood,en,18000000.0,5887457.0,1994-09-27
397,French Kiss,en,0.0,0.0,1995-05-05
10525,Forget Paris,en,0.0,0.0,1995-05-19
27985,Far from Home: The Adventures of Yellow Dog,en,0.0,0.0,1995-01-13
15789,A Goofy Movie,en,0.0,35348597.0,1995-04-07
27303,Hideaway,en,15000000.0,12201255.0,1995-03-03
21183,Fluke,en,0.0,0.0,1995-06-02
10954,Farinelli,fr,0.0,0.0,1994-12-07
47867,Gordy,en,0.0,3992809.0,1995-05-12
43475,Gumby: The Movie,en,0.0,0.0,1995-12-01
72031,The Glass Shield,en,0.0,0.0,1994-09-16
14275,Hoop Dreams,en,700000.0,7830611.0,1994-09-12
1024,Heavenly Creatures,en,5000000.0,3049135.0,1994-09-02
17207,Houseguest,en,10500000.0,26325256.0,1995-01-06
13701,Immortal Beloved,en,120.0,0.0,1994-12-16
14819,Heavyweights,en,0.0,17689177.0,1995-02-17
32631,The Hunted,en,0.0,0.0,1995-02-24
11777,I.Q.,en,25000000.0,0.0,1994-12-24
628,Interview with the Vampire,en,60000000.0,223664608.0,1994-11-11
87729,Jefferson in Paris,en,14000000.0,2474000.0,1995-03-31
18713,The Jerky Boys,en,0.0,0.0,1995-02-03
6280,Junior,en,60000000.0,37000000.0,1994-11-22
9061,Just Cause,en,0.0,0.0,1995-02-17
37108,A Kid in King Arthur's Court,en,0.0,0.0,1995-08-11
6071,Kiss of Death,en,40000000.0,0.0,1995-04-21
11,Star Wars,en,11000000.0,775398007.0,1977-05-25
9587,Little Women,en,18000000.0,0.0,1994-12-21
19101,A Little Princess,en,17000000.0,0.0,1995-05-10
49980,Ladybird Ladybird,en,0.0,0.0,1994-02-18
17961,L'Enfer,fr,10000000.0,0.0,1994-02-16
18183,Like Water for Chocolate,es,2000000.0,21665468.0,1992-04-16
4476,Legends of the Fall,en,30000000.0,160638883.0,1994-12-16
11008,Major Payne,en,0.0,0.0,1995-03-24
47504,Little Odessa,en,0.0,0.0,1994-10-27
32325,Mi Vida Loca,en,0.0,0.0,1994-06-08
43742,Love Affair,en,60000000.0,0.0,1994-10-21
28313,Losing Isaiah,en,17000000.0,7603766.0,1995-03-17
11318,The Madness of King George,en,0.0,0.0,1994-12-28
3036,Mary Shelley's Frankenstein,en,45000000.0,112006296.0,1994-11-04
40490,Man of the House,en,0.0,0.0,1995-03-03
24070,Mixed Nuts,en,15000000.0,0.0,1994-12-21
8986,Milk Money,en,0.0,18137661.0,1994-08-31
10510,Miracle on 34th Street,en,0.0,46264384.0,1994-11-18
17402,Miami Rhapsody,en,6.0,5.0,1995-01-27
38722,My Family,en,5500000.0,0.0,1995-05-03
8438,Murder in the First,en,0.0,17381942.0,1995-01-20
11593,Nobody's Fool,en,0.0,0.0,1994-12-23
1945,Nell,en,31000000.0,106683817.0,1994-12-23
39310,New Jersey Drive,en,0.0,0.0,1995-04-19
109560,New York Cop,en,0.0,0.0,1993-08-14
56428,Beyond Bedlam,en,4800000.0,0.0,1994-04-22
63105,Nemesis 2 - Nebula,en,0.0,0.0,1995-09-26
131957,Nina Takes a Lover,en,0.0,0.0,1995-03-03
241,Natural Born Killers,en,34000000.0,50282766.0,1994-08-25
9058,Only You,en,0.0,0.0,1994-09-17
527,Once Were Warriors,en,0.0,2201126.0,1994-09-02
18220,Poison Ivy II: Lily,en,0.0,0.0,1996-01-16
6950,Outbreak,en,50000000.0,189859560.0,1995-03-10
101,Leon: The Professional,fr,16000000.0,45284974.0,1994-09-14
63020,The Perez Family,en,11000000.0,2832826.0,1995-05-12
2307,A Pyromaniac's Love Story,en,0.0,0.0,1995-04-28
680,Pulp Fiction,en,8000000.0,213928762.0,1994-09-10
41478,Panther,en,0.0,6834525.0,1995-11-10
25296,Pushing Hands,zh,400000.0,152322.0,1992-02-01
40156,Priest,en,0.0,4176932.0,1994-01-01
11450,Quiz Show,en,0.0,0.0,1994-09-16
30304,Picture Bride,en,0.0,0.0,1995-05-05
10452,Queen Margot,fr,0.0,0.0,1994-05-13
12106,The Quick and the Dead,en,32000000.0,18552460.0,1995-02-09
161495,Roommates,sv,22000000.0,12400000.0,1995-03-01
3586,Prêt-à-Porter,en,15000000.0,11300653.0,1994-12-23
110,Three Colors: Red,fr,0.0,0.0,1994-05-27
108,Three Colors: Blue,fr,0.0,0.0,1993-01-10
109,Three Colors: White,fr,0.0,0.0,1994-01-26
159185,"Red Firecracker, Green Firecracker",zh,0.0,0.0,1994-10-14
36357,Rent-a-Kid,en,0.0,0.0,1995-01-01
92769,Relative Fear,en,0.0,0.0,1995-10-03
28033,Stuart Saves His Family,en,0.0,0.0,1995-04-12
22586,The Swan Princess,en,35000000.0,9771658.0,1994-11-18
14334,The Secret of Roan Inish,en,0.0,0.0,1994-01-01
2636,The Specialist,en,45000000.0,170362582.0,1994-10-07
2164,Stargate,en,55000000.0,196567262.0,1994-10-27
11395,The Santa Clause,en,22000000.0,189833357.0,1994-11-10
278,The Shawshank Redemption,en,25000000.0,28341469.0,1994-09-23
9905,Shallow Grave,en,0.0,0.0,1994-12-22
87078,Suture,en,0.0,102780.0,1993-09-14
12527,Strawberry and Chocolate,es,0.0,0.0,1993-01-01
20306,Swimming with Sharks,en,0.0,0.0,1994-09-10
36614,The Sum of Us,en,32.0,0.0,1994-07-12
27993,Senior Trip,en,0.0,0.0,1995-09-08
31439,To Live,zh,0.0,0.0,1994-06-30
9067,Tank Girl,en,25000000.0,4064495.0,1995-03-31
9059,Tales from the Crypt: Demon Knight,en,0.0,0.0,1995-01-13
193,Star Trek: Generations,en,38000000.0,120000000.0,1994-11-17
25066,Tales from the Hood,en,6000000.0,12000000.0,1995-05-24
46797,Tom & Viv,en,0.0,0.0,1994-04-15
12122,Village of the Damned,en,0.0,0.0,1995-04-28
11381,Tommy Boy,en,0.0,32648673.0,1995-03-31
32636,Vanya on 42nd Street,en,0.0,0.0,1994-09-13
36141,The Underneath,en,6500000.0,0.0,1995-04-28
95963,The Walking Dead,en,0.0,0.0,1995-02-24
1587,What's Eating Gilbert Grape,en,11000000.0,10032765.0,1993-12-17
9271,Virtuosity,en,30000000.0,24048000.0,1995-08-04
2064,While You Were Sleeping,en,17000000.0,182057016.0,1995-04-21
19855,The War,en,0.0,0.0,1994-11-04
60855,Double Happiness,en,0.0,759393.0,1994-09-07
236,Muriel's Wedding,en,3000000.0,15119639.0,1994-09-29
48287,The Baby-Sitters Club,en,0.0,0.0,1995-08-18
3049,Ace Ventura: Pet Detective,en,15000000.0,107217396.0,1994-02-04
2759,"The Adventures of Priscilla, Queen of the Desert",en,0.0,11220670.0,1994-05-31
12635,Backbeat,en,0.0,0.0,1994-04-01
10497,Bitter Moon,en,5000000.0,1862805.0,1992-09-02
11382,Bullets Over Broadway,en,0.0,0.0,1994-10-14
9331,Clear and Present Danger,en,62000000.0,215887717.0,1994-08-03
10731,The Client,en,45000000.0,117615211.0,1994-07-20
10464,"Corrina, Corrina",en,0.0,0.0,1994-08-12
34152,Crooklyn,en,0.0,0.0,1994-05-13
9495,The Crow,en,15000000.0,94000000.0,1994-05-11
29973,Cobb,en,0.0,1007583.0,1994-12-02
888,The Flintstones,en,46000000.0,341631208.0,1994-05-26
13,Forrest Gump,en,55000000.0,677945399.0,1994-07-06
712,Four Weddings and a Funeral,en,6000000.0,254700832.0,1994-03-09
16295,Higher Learning,en,0.0,38290723.0,1995-01-11
48992,I Like It Like That,en,0.0,1777020.0,1994-10-14
10879,I Love Trouble,en,45000000.0,61947267.0,1994-06-29
10660,It Could Happen to You,en,0.0,0.0,1994-07-29
10714,The Jungle Book,en,0.0,0.0,1994-12-23
41647,"The Wonderful, Horrible Life of Leni Riefenstahl",en,0.0,449707.0,1993-09-11
8587,The Lion King,en,45000000.0,788241776.0,1994-06-23
1689,Little Buddha,en,35000000.0,4858139.0,1993-12-01
11596,New Nightmare,en,14000000.0,18090181.0,1994-10-13
854,The Mask,en,23000000.0,351583407.0,1994-07-29
9359,Maverick,en,0.0,0.0,1994-05-20
23333,Mrs. Parker and the Vicious Circle,en,0.0,0.0,1994-09-07
36593,The Naked Gun 33⅓: The Final Insult,en,30000000.0,51132598.0,1994-03-18
12280,The Paper,en,6000000.0,0.0,1994-03-18
2788,Reality Bites,en,11500000.0,20079850.0,1994-02-18
10427,Red Rock West,en,8000000.0,2000000.0,1993-07-08
11011,Ri¢hie Ri¢h,en,40000000.0,0.0,1994-12-19
49803,Safe Passage,en,0.0,0.0,1994-12-01
8987,The River Wild,en,45000000.0,0.0,1994-09-30
1637,Speed,en,30000000.0,350448145.0,1994-06-09
15128,Speechless,en,0.0,0.0,1994-12-16
8831,Timecop,en,27000000.0,101646581.0,1994-09-15
36955,True Lies,en,115000000.0,378882411.0,1994-07-14
10449,When a Man Loves a Woman,en,0.0,50021959.0,1994-04-29
10395,Wolf,en,0.0,0.0,1994-06-17
12160,Wyatt Earp,en,63000000.0,25052000.0,1994-06-24
40480,Bad Company,en,0.0,0.0,1995-01-20
52038,A Man of No Importance,en,0.0,953.0,1994-12-22
29444,S.F.W.,en,0.0,0.0,1994-09-15
26352,A Low Down Dirty Shame,en,10000000.0,29392418.0,1994-11-23
39953,"Boys Life: Three Stories of Love, Lust, and Liberation",en,0.0,0.0,1994-09-30
41580,Colonel Chabert,fr,0.0,0.0,1994-01-01
315,"Faster, Pussycat! Kill! Kill!",en,45000.0,0.0,1965-08-06
22067,Jason's Lyric,en,7000000.0,20851521.0,1994-09-28
18242,The Secret Adventures of Tom Thumb,en,0.0,0.0,1993-12-10
11667,Street Fighter,en,35000000.0,99423521.0,1994-12-22
32502,Coldblooded,en,0.0,0.0,1995-09-15
267188,Desert Winds,en,0.0,0.0,1997-12-31
28732,Fall Time,en,0.0,0.0,1995-05-13
75555,The Fear,en,0.0,0.0,1995-01-20
42981,Frank and Ollie,en,0.0,0.0,1995-10-20
278939,Girl in the Cadillac,en,0.0,0.0,1995-10-24
291731,Homage,en,0.0,0.0,1995-05-03
226229,Mirage,en,0.0,0.0,1995-11-21
203119,Open Season,en,0.0,0.0,1996-05-03
172923,Dos Crímenes,en,0.0,0.0,1995-05-26
316098,Brother Minister: The Assassination of Malcolm X,en,0.0,0.0,1995-03-01
8011,Highlander: The Final Dimension,en,26000000.0,36800000.0,1994-11-29
171857,Federal Hill,en,0.0,0.0,1995-02-24
2654,In the Mouth of Madness,en,8000000.0,8946600.0,1994-12-12
18069,8 Seconds,en,0.0,0.0,1994-02-25
19092,Above the Rim,en,0.0,0.0,1994-03-23
2758,Addams Family Values,en,0.0,48919043.0,1993-11-19
38129,Martin Lawrence: You So Crazy,en,0.0,0.0,1994-04-27
10436,The Age of Innocence,en,34000000.0,32255440.0,1993-09-17
13595,Airheads,en,0.0,0.0,1994-08-05
46094,The Air Up There,en,17080000.0,21011500.0,1994-01-07
9409,Another Stakeout,en,0.0,0.0,1993-07-22
11853,Bad Girls,en,0.0,15240435.0,1994-04-22
16771,Barcelona,en,3200000.0,0.0,1994-07-29
46924,Being Human,en,40000000.0,0.0,1994-05-06
11041,The Beverly Hillbillies,en,0.0,0.0,1993-10-15
306,Beverly Hills Cop III,en,50000000.0,119208989.0,1994-05-24
14522,Black Beauty,en,0.0,0.0,1994-07-29
26203,Blink,en,0.0,16668552.0,1994-01-26
178,Blown Away,en,0.0,30156002.0,1994-07-01
19819,Blue Chips,en,0.0,0.0,1994-02-18
57834,Blue Sky,en,0.0,0.0,1994-09-16
4722,Body Snatchers,en,13000000.0,428868.0,1993-06-09
18215,Boxing Helena,en,0.0,1796389.0,1993-06-18
1607,A Bronx Tale,en,22000000.0,17287898.0,1993-09-14
26391,Cabin Boy,en,0.0,3662459.0,1994-01-07
117553,Calendar Girl,en,13000000.0,2570145.0,1993-09-03
6075,Carlito's Way,en,30000000.0,36516012.0,1993-11-10
11310,City Slickers II: The Legend of Curly's Gold,en,0.0,0.0,1994-06-10
18658,Clean Slate,en,0.0,7355425.0,1994-05-06
9350,Cliffhanger,en,70000000.0,255000211.0,1993-05-28
9612,Coneheads,en,0.0,0.0,1993-07-23
2124,Color of Night,en,40000000.0,19726050.0,1994-08-19
26261,Cops & Robbersons,en,0.0,0.0,1994-04-15
19176,The Cowboy Way,en,0.0,0.0,1994-06-03
49299,Dangerous Game,en,0.0,0.0,1993-11-19
11566,Dave,en,0.0,63000000.0,1993-05-07
9571,Dazed and Confused,en,6900000.0,7993039.0,1993-09-24
9739,Demolition Man,en,57000000.0,159055768.0,1993-10-08
24257,The Endless Summer 2,en,0.0,0.0,1994-06-03
34444,Even Cowgirls Get the Blues,en,8000000.0,0.0,1994-05-13
26141,Fatal Instinct,en,0.0,0.0,1993-10-29
10997,Farewell My Concubine,zh,0.0,0.0,1993-09-16
50463,The Favor,en,0.0,0.0,1994-04-29
10443,Fearless,en,0.0,0.0,1993-10-15
20239,Fear of a Black Hat,en,0.0,0.0,1994-10-28
16297,With Honors,en,0.0,0.0,1994-04-29
18551,Flesh and Bone,en,0.0,9488998.0,1993-11-05
25440,Widows' Peak,en,0.0,0.0,1994-05-13
9024,For Love or Money,en,30000000.0,11146270.0,1993-10-01
37233,The Firm,en,42000000.0,270248367.0,1993-06-30
1634,Free Willy,en,20000000.0,153698625.0,1993-07-16
13815,Fresh,en,0.0,0.0,1994-08-24
5503,The Fugitive,en,44000000.0,368875760.0,1993-08-06
35588,Geronimo: An American Legend,en,35000000.0,18635620.0,1993-12-10
2087,The Getaway,en,0.0,30.0,1994-02-11
41579,Getting Even with Dad,en,30000000.0,0.0,1994-06-17
18620,Go Fish,en,0.0,0.0,1994-06-10
41006,A Good Man in Africa,en,0.0,0.0,1994-07-14
4916,Guilty as Sin,en,0.0,22886222.0,1993-06-04
2019,Hard Target,en,18000000.0,74189677.0,1993-08-20
31642,Heaven & Earth,en,33000000.0,0.0,1993-12-24
